SY_LSOA,LSOA11CD_code,"Agriculture, forestry & fishing","Mining, quarrying & utilities",Manufacturing,Construction,Motor trades,Wholesale,Retail,Transport & storage (inc postal),Accommodation & food services,Information & communication,Financial & insurance,Property,"Professional, scientific & technical",Business administration & support services,Public administration & defence,Education,Health,"Arts, entertainment, recreation & other services"
Rotherham 016D,E01007718,20,30,1000,150,35,250,25,150,30,10,0,0,250,35,0,10,0,10
Rotherham 017A,E01007677,0,0,15,50,40,0,15,0,30,0,0,10,125,75,10,0,400,50
Rotherham 017B,E01007714,0,15,1250,600,100,350,900,450,500,75,400,100,500,700,3000,500,1000,800
Rotherham 017C,E01007767,0,0,10,5,0,0,10,0,5,30,0,0,20,10,20,0,300,5
Rotherham 017D,E01007769,0,0,0,0,10,10,25,0,0,0,0,0,0,0,0,0,25,10
Rotherham 018A,E01007685,0,150,900,225,125,400,125,400,300,250,10,45,75,175,30,175,200,50
Rotherham 018B,E01007754,0,0,0,15,0,0,0,0,0,0,0,0,5,20,30,150,30,0
Rotherham 018C,E01007755,0,0,0,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0
Rotherham 018D,E01007756,0,0,0,25,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Rotherham 018E,E01007761,0,0,20,20,20,20,25,150,0,0,10,0,30,10,200,50,75,10
Rotherham 018F,E01007762,0,0,0,40,0,40,25,0,25,0,0,0,10,20,50,300,175,100
Rotherham 019A,E01007682,0,0,0,5,0,0,0,0,10,0,0,0,0,15,0,0,0,0
Rotherham 019B,E01007683,0,0,10,30,0,0,15,0,0,0,0,0,0,0,0,100,0,0
Rotherham 019C,E01007686,0,0,10,0,0,10,100,10,150,30,20,20,50,30,0,10,50,25
Rotherham 019D,E01007688,0,0,10,50,0,0,10,0,50,0,0,10,35,20,0,0,10,30
Rotherham 019E,E01007725,0,0,0,20,0,0,20,0,10,0,0,0,10,20,0,0,50,0
Rotherham 019F,E01007726,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,50,20,0
Rotherham 020A,E01007757,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,20,0
Rotherham 020B,E01007758,0,0,0,20,0,0,0,0,15,0,0,0,0,40,0,100,0,0
Rotherham 020C,E01007759,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0
Rotherham 020D,E01007760,0,0,30,0,5,0,50,5,0,0,0,0,0,5,0,100,0,10
Rotherham 020E,E01007763,0,0,5,50,10,0,150,0,50,0,15,15,75,35,30,150,100,50
Rotherham 020F,E01007764,0,0,45,30,5,10,5,5,10,0,0,10,35,200,0,0,0,10
Rotherham 021A,E01007708,0,0,0,45,0,10,5,0,30,0,0,0,15,10,0,100,10,10
Rotherham 021B,E01007709,0,0,10,40,0,5,10,0,30,0,0,0,15,50,0,0,0,20
Rotherham 021C,E01007710,0,0,10,25,0,10,10,0,0,0,0,0,10,20,0,150,30,10
Rotherham 021D,E01007711,0,0,5,20,0,0,30,0,10,0,0,0,10,5,10,100,100,5
Rotherham 021E,E01007724,0,0,10,15,0,0,20,0,75,0,0,0,5,0,0,10,0,20
Rotherham 021F,E01007734,0,0,0,45,0,0,10,75,45,0,0,0,0,100,100,0,40,20
Rotherham 022A,E01007684,0,0,15,30,10,5,300,0,75,0,10,5,35,15,0,0,45,20
Rotherham 022B,E01007687,0,0,0,35,0,10,10,0,0,5,0,0,15,0,40,300,50,0
Rotherham 022C,E01007689,0,0,0,45,0,0,0,0,0,5,0,0,20,10,0,0,5,10
Rotherham 022D,E01007690,0,0,20,100,0,10,10,0,30,15,0,15,45,50,0,0,15,15
Rotherham 023A,E01007675,0,0,0,5,0,0,20,0,10,0,0,0,25,10,50,10,5,10
Rotherham 023B,E01007678,0,0,225,175,50,150,125,5,50,0,0,0,10,300,10,150,4000,10
Rotherham 023C,E01007679,0,0,0,0,0,0,15,0,20,0,0,0,5,0,0,0,45,5
Rotherham 023D,E01007680,0,0,0,15,10,0,75,30,0,10,0,5,100,0,300,250,100,10
Rotherham 023E,E01007712,0,0,0,15,0,0,10,5,20,0,0,0,125,10,0,175,0,0
Rotherham 023F,E01007713,0,0,0,50,0,0,0,0,0,5,0,10,5,0,0,150,0,10
Rotherham 024A,E01007811,0,100,0,20,5,10,30,0,5,0,0,10,0,0,0,0,0,30
Rotherham 024B,E01007812,0,0,0,0,0,0,5,10,10,5,0,0,0,0,0,0,100,0
Rotherham 024C,E01007813,0,0,0,0,0,0,0,0,125,0,0,0,10,0,0,10,0,0
Rotherham 024D,E01007814,0,0,10,40,0,0,15,0,50,10,0,0,75,20,0,10,45,10
Rotherham 025A,E01007676,0,350,2000,250,75,200,35,350,175,150,10,20,225,800,100,40,250,75
Rotherham 025B,E01007702,0,0,0,15,0,0,0,20,0,5,0,0,0,0,0,10,0,0
Rotherham 025C,E01007703,0,0,0,10,0,0,0,10,0,0,0,0,5,0,0,0,0,0
Rotherham 025D,E01007704,0,0,15,20,0,0,20,5,25,5,0,0,5,0,0,50,0,10
Rotherham 025E,E01007705,0,0,0,15,10,0,45,0,20,0,10,0,10,10,0,200,40,5
Rotherham 025F,E01007707,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,50,0,0
Rotherham 026A,E01007666,0,0,5,10,20,0,0,0,25,0,0,0,5,30,0,200,0,15
Rotherham 026B,E01007809,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,100
Rotherham 026C,E01007810,0,0,300,20,5,0,50,20,100,0,0,0,35,10,0,0,35,0
Rotherham 026D,E01007815,0,0,10,50,10,25,100,5,50,0,0,0,0,10,0,45,50,5
Rotherham 027A,E01007665,0,50,600,225,10,300,20,5,50,20,0,0,25,50,0,50,100,0
Rotherham 027B,E01007699,0,5,800,200,300,50,500,5,150,200,0,0,350,50,0,0,0,10
Rotherham 027C,E01007700,0,10,10,15,5,0,0,10,10,20,0,0,20,10,0,40,300,25
Rotherham 027D,E01007701,0,0,10,5,15,0,20,0,20,0,0,0,0,10,20,75,30,15
Rotherham 027E,E01007706,0,0,0,5,0,0,10,5,10,5,0,0,0,0,0,10,0,0
Rotherham 028A,E01007787,10,0,20,50,25,75,25,35,10,5,0,5,20,50,10,20,100,20
Rotherham 028B,E01007788,0,0,10,15,0,10,0,0,10,0,20,10,5,10,0,0,0,0
Rotherham 028C,E01007789,0,1000,800,600,75,200,100,50,50,100,15,5,125,400,0,75,100,125
Rotherham 028D,E01007792,0,0,0,10,0,30,0,0,0,5,0,10,5,10,20,0,0,0
Rotherham 029A,E01007657,0,0,5,5,0,0,0,0,20,0,0,0,0,0,10,50,10,0
Rotherham 029B,E01007659,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rotherham 029C,E01007785,0,0,30,25,0,0,0,0,0,0,0,0,0,10,0,10,0,15
Rotherham 029D,E01007786,0,0,0,0,0,0,30,0,0,0,0,0,30,10,0,40,100,0
Rotherham 029E,E01007790,0,0,0,15,5,10,250,0,100,0,10,15,20,15,150,250,50,50
Rotherham 029F,E01007791,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Rotherham 030A,E01007667,0,0,0,10,10,0,5,10,0,5,0,0,25,5,0,0,0,0
Rotherham 030B,E01007668,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,50,0,0
Rotherham 030C,E01007669,0,0,0,0,0,0,20,0,20,10,0,0,0,0,0,0,0,5
Rotherham 030D,E01007670,0,0,5,10,10,10,10,10,50,0,0,10,10,10,20,10,0,10
Rotherham 030E,E01007672,0,0,0,20,0,10,0,0,20,5,0,0,10,15,0,50,0,5
Rotherham 030F,E01007673,0,0,0,15,0,0,20,0,5,5,0,0,0,5,40,0,75,5
Rotherham 031A,E01007671,0,0,5,75,20,5,50,5,50,10,5,10,10,25,0,30,0,100
Rotherham 031B,E01007674,0,0,100,20,10,10,0,30,0,0,0,0,10,0,0,50,10,0
Rotherham 031C,E01007747,0,0,0,0,0,0,40,10,15,0,0,0,0,5,0,300,40,5
Rotherham 031D,E01007750,0,0,1000,50,75,35,20,100,20,0,0,0,35,175,150,50,10,100
Rotherham 032A,E01007658,0,10,250,75,150,50,20,100,30,5,10,0,35,75,0,10,600,10
Rotherham 032B,E01007660,0,0,10,15,0,0,0,10,0,0,0,0,5,10,0,0,10,100
Rotherham 032C,E01007661,0,0,100,20,5,0,10,50,10,5,0,0,15,10,0,0,0,0
Rotherham 032D,E01007662,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Rotherham 032E,E01007663,0,0,20,5,0,0,25,0,30,5,0,0,15,0,0,0,0,5
Rotherham 032F,E01007664,0,10,0,25,0,20,25,5,40,0,0,0,10,5,0,0,10,50
Rotherham 033A,E01007748,0,0,10,10,20,0,0,0,40,5,0,0,20,10,0,0,0,0
Rotherham 033B,E01007749,0,0,10,25,0,0,20,20,20,5,0,5,30,20,0,50,0,10
Rotherham 033C,E01007751,0,0,0,25,0,0,25,0,250,0,0,10,5,50,0,50,0,20
Rotherham 033D,E01007752,0,0,5,20,5,10,20,0,0,0,0,10,15,25,0,30,0,0
Rotherham 033E,E01007753,0,0,15,20,5,10,0,15,20,5,5,5,10,30,0,0,40,0
Barnsley 001A,E01007434,0,0,5,75,5,0,50,5,20,0,10,0,15,35,0,40,35,75
Barnsley 001B,E01007435,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,50,20,0
Barnsley 001C,E01007438,0,0,0,10,0,0,10,0,0,5,0,0,5,0,10,0,50,0
Barnsley 001D,E01007439,0,0,0,35,10,0,0,0,0,0,0,5,25,10,0,40,0,0
Barnsley 002A,E01007433,0,75,30,5,20,30,10,0,35,0,0,0,40,10,0,30,0,10
Barnsley 002B,E01007436,0,0,800,25,0,0,0,10,0,0,0,0,0,300,0,200,0,0
Barnsley 002C,E01007437,0,50,250,50,5,50,75,600,10,0,0,250,30,175,0,10,300,40
Barnsley 002D,E01007440,0,0,10,5,0,0,50,0,35,0,0,0,0,0,0,0,10,10
Barnsley 003A,E01007329,0,0,30,20,5,5,0,15,0,0,0,0,5,10,0,0,40,0
Barnsley 003B,E01007331,0,0,50,15,20,10,20,0,20,0,0,0,5,30,0,150,0,5
Barnsley 003C,E01007342,0,0,0,15,0,10,5,5,0,0,0,0,25,0,0,0,0,10
Barnsley 003D,E01007343,0,0,0,5,0,0,0,0,10,0,0,0,35,10,0,50,100,0
Barnsley 004A,E01007356,0,0,0,20,0,0,10,0,10,5,0,10,10,10,0,50,100,5
Barnsley 004B,E01007357,0,0,0,10,0,0,20,0,10,0,0,0,0,0,0,50,100,20
Barnsley 004C,E01007361,0,0,200,45,30,5,45,10,75,0,30,0,5,15,0,20,75,15
Barnsley 004D,E01007362,0,0,15,25,10,30,30,10,40,10,0,10,5,10,0,0,20,0
Barnsley 004E,E01007363,0,0,0,20,0,0,10,0,0,0,0,0,5,0,0,0,0,0
Barnsley 005A,E01007355,0,0,0,15,0,0,0,0,10,5,0,0,15,0,0,10,0,0
Barnsley 005B,E01007358,0,0,15,100,0,50,75,50,10,5,0,0,15,10,0,40,0,5
Barnsley 005C,E01007359,10,0,1000,10,10,10,35,50,25,0,0,0,10,35,0,150,10,0
Barnsley 005D,E01007360,0,0,10,5,10,0,10,0,10,5,0,0,5,10,0,10,40,0
Barnsley 005E,E01007386,0,0,0,10,125,10,10,100,100,0,0,10,10,10,0,0,40,0
Barnsley 006A,E01007328,0,10,0,50,0,0,0,10,50,0,0,0,0,0,0,10,0,0
Barnsley 006B,E01007330,0,0,5,20,0,15,5,5,0,0,0,0,10,10,0,40,30,0
Barnsley 006C,E01007332,0,0,400,50,25,125,125,3000,40,0,0,0,30,10,0,50,175,20
Barnsley 006D,E01007333,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,40,0,0
Barnsley 007A,E01007323,0,0,0,0,0,0,0,5,40,0,0,0,0,10,0,10,10,45
Barnsley 007B,E01007324,0,0,10,10,0,0,45,5,40,0,0,0,5,10,0,100,10,10
Barnsley 007C,E01007325,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0
Barnsley 007D,E01007326,0,0,0,15,0,0,15,0,0,0,0,0,0,10,0,0,0,0
Barnsley 007E,E01007327,0,0,300,75,50,40,10,30,30,5,0,0,5,250,0,450,0,50
Barnsley 007F,E01007411,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,45,0
Barnsley 008A,E01007341,0,0,1000,5,0,0,0,0,20,0,0,10,0,10,0,0,0,0
Barnsley 008B,E01007345,0,0,5,20,0,0,100,10,20,40,0,25,10,40,0,100,150,25
Barnsley 008C,E01007346,0,0,10,5,0,0,5,0,25,0,0,0,20,5,10,0,20,10
Barnsley 008D,E01007347,0,0,5,45,0,0,0,0,10,0,10,0,0,0,10,50,10,0
Barnsley 009A,E01007334,0,0,500,10,20,75,250,0,0,0,0,0,5,30,0,50,0,10
Barnsley 009B,E01007335,0,0,0,30,0,0,35,0,30,0,0,0,0,0,0,0,50,10
Barnsley 009C,E01007400,0,0,0,35,10,0,30,5,35,0,10,0,15,5,0,0,10,0
Barnsley 009D,E01007404,0,0,0,10,0,0,10,0,10,0,0,0,0,10,0,0,0,30
Barnsley 009E,E01007406,0,10,10,75,0,30,0,20,0,0,0,0,10,400,0,0,10,20
Barnsley 010C,E01007408,0,0,0,20,0,0,0,5,20,0,0,10,5,10,0,0,200,25
Barnsley 010D,E01007409,0,0,30,30,5,0,10,0,30,5,0,5,125,10,0,100,40,40
Barnsley 010E,E01007410,0,0,0,20,0,0,300,10,100,0,0,0,0,0,0,0,0,0
Barnsley 010G,E01032550,0,10,25,45,150,30,75,40,50,0,0,0,10,20,0,10,30,15
Barnsley 010H,E01032551,0,0,20,50,10,0,40,15,10,0,0,0,10,20,0,100,0,5
Barnsley 011A,E01007344,0,0,5,25,25,10,10,75,50,0,0,0,0,40,50,0,30,15
Barnsley 011B,E01007402,0,0,50,25,10,20,10,40,0,0,0,0,0,10,0,0,100,0
Barnsley 011C,E01007403,0,10,0,10,0,0,0,5,10,0,0,0,5,10,0,0,20,0
Barnsley 011D,E01007405,0,0,0,5,0,0,75,5,10,0,0,30,5,10,0,50,200,10
Barnsley 012A,E01007379,0,0,0,20,0,100,0,0,10,0,0,20,10,0,0,0,10,30
Barnsley 012B,E01007380,0,30,225,1000,125,125,40,125,100,15,40,10,35,200,0,40,100,30
Barnsley 012C,E01007381,0,0,150,75,100,50,0,5,10,50,10,30,175,600,0,75,200,5
Barnsley 012D,E01007387,0,0,175,150,10,25,75,15,15,0,0,0,5,20,0,100,15,15
Barnsley 012E,E01007442,0,0,0,40,0,0,5,0,0,0,0,0,25,5,0,0,10,10
Barnsley 012F,E01007444,0,0,10,40,0,0,10,0,0,5,0,0,10,0,0,300,35,0
Barnsley 012G,E01007446,0,0,15,30,10,400,20,5,10,0,0,0,0,150,10,5,4000,10
Barnsley 013A,E01007336,0,0,5,30,20,5,150,300,50,200,200,400,300,1500,300,800,50,125
Barnsley 013B,E01007340,0,0,0,25,10,0,1250,250,600,10,200,50,150,350,2500,75,1500,225
Barnsley 013C,E01007415,0,0,0,20,0,0,0,0,10,10,0,15,5,0,0,300,20,0
Barnsley 013D,E01007417,0,0,0,15,15,10,5,35,35,0,0,0,75,200,0,0,10,10
Barnsley 013E,E01007441,0,0,150,15,0,0,10,5,20,0,0,0,5,0,0,100,75,0
Barnsley 013F,E01007443,0,0,50,25,25,40,50,15,175,5,0,200,225,100,0,20,75,15
Barnsley 013G,E01007445,0,0,0,15,0,0,20,5,10,0,0,5,20,10,40,150,30,100
Barnsley 014A,E01007372,0,0,0,0,0,0,10,10,0,0,0,10,20,10,0,0,35,0
Barnsley 014B,E01007373,0,10,125,175,30,0,50,5,25,0,0,0,20,10,0,50,0,10
Barnsley 014C,E01007374,0,0,15,5,0,0,5,5,0,0,0,0,10,0,0,0,0,0
Barnsley 014D,E01007375,0,0,0,10,0,0,50,0,20,0,0,0,5,0,0,0,100,0
Barnsley 014E,E01007377,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,40,0
Barnsley 014F,E01007378,0,0,0,15,0,10,15,5,10,0,0,0,10,0,0,40,300,15
Barnsley 015A,E01007319,0,0,0,20,50,50,600,0,125,0,0,0,50,10,0,50,0,5
Barnsley 015B,E01007321,0,0,10,5,0,0,0,0,20,10,0,0,0,0,0,0,0,0
Barnsley 015C,E01007322,0,0,250,300,75,100,100,40,35,0,0,0,75,5,0,40,1000,30
Barnsley 015D,E01007337,0,0,75,30,100,50,5,20,200,0,0,0,35,15,0,40,75,600
Barnsley 016A,E01007418,0,0,200,25,0,0,20,10,75,20,0,5,30,15,0,20,20,0
Barnsley 016B,E01007419,0,0,0,15,0,0,50,0,75,0,0,5,15,10,0,20,50,0
Barnsley 016C,E01007420,0,0,0,30,0,10,15,0,0,10,0,0,25,5,0,50,0,20
Barnsley 016D,E01007425,10,0,20,75,0,20,0,0,20,5,0,0,40,40,0,250,0,10
Barnsley 017A,E01007338,0,0,0,45,15,10,75,0,50,0,0,15,30,15,0,100,30,15
Barnsley 017B,E01007339,0,0,10,40,10,0,10,15,30,0,0,0,0,0,0,0,20,0
Barnsley 017C,E01007413,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,100,20,0
Barnsley 017D,E01007414,0,0,10,50,0,0,0,40,10,10,0,0,0,20,0,0,125,0
Barnsley 018A,E01007317,0,0,10,10,10,0,10,0,20,0,0,0,0,0,0,150,0,10
Barnsley 018B,E01007318,0,0,10,0,0,0,25,0,20,10,0,0,0,0,0,50,150,0
Barnsley 018C,E01007320,0,0,0,10,0,10,20,15,10,0,0,0,0,0,0,0,20,10
Barnsley 018D,E01007416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Barnsley 019A,E01007382,0,175,0,40,0,50,500,100,150,40,30,20,10,150,0,30,125,125
Barnsley 019B,E01007383,0,0,20,20,0,0,0,5,0,5,0,0,10,10,0,50,0,15
Barnsley 019C,E01007384,0,0,100,50,10,300,20,250,15,75,40,10,100,250,0,5,0,10
Barnsley 019D,E01007385,0,0,20,15,0,30,40,10,0,0,0,10,0,0,0,0,100,0
Barnsley 020A,E01007348,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,50,0
Barnsley 020B,E01007349,0,0,20,20,10,0,10,0,0,0,10,0,10,20,0,0,50,0
Barnsley 020C,E01007350,0,0,0,5,0,0,20,0,0,0,0,0,5,0,0,50,20,0
Barnsley 020D,E01007351,0,0,0,15,0,0,10,50,40,0,0,0,0,1500,0,40,40,20
Barnsley 020E,E01007352,0,0,10,0,10,0,0,5,10,0,0,0,0,0,0,0,0,15
Barnsley 020F,E01007353,0,0,0,20,0,0,30,10,10,5,0,0,5,10,0,30,10,0
Barnsley 020G,E01007354,0,0,10,20,0,0,20,0,0,0,0,0,0,0,0,30,50,0
Barnsley 021A,E01007458,0,0,5,10,15,10,30,10,45,0,0,0,0,0,40,0,75,10
Barnsley 021B,E01007459,0,0,0,30,0,0,35,0,10,0,0,0,5,5,0,40,0,0
Barnsley 021C,E01007460,0,0,0,15,0,10,0,0,10,0,0,0,0,0,0,100,30,0
Barnsley 021D,E01007461,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,50,40,0
Barnsley 021E,E01007462,0,0,0,5,0,0,10,5,15,0,0,10,0,0,0,30,0,0
Barnsley 021F,E01007463,0,10,40,15,10,0,40,0,10,0,0,0,0,5,0,0,45,125
Barnsley 022A,E01007369,0,0,10,10,0,10,50,5,15,0,0,0,5,0,0,10,10,10
Barnsley 022B,E01007370,0,0,0,5,0,0,10,0,25,0,0,0,0,0,0,100,0,30
Barnsley 022C,E01007371,0,0,600,35,10,75,25,30,5,10,0,0,10,300,0,20,25,10
Barnsley 022D,E01007376,0,10,250,100,0,300,75,100,40,10,30,15,10,175,0,175,0,10
Barnsley 023A,E01007447,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,100,50,0
Barnsley 023B,E01007448,0,0,50,20,15,0,100,25,25,0,0,10,30,10,0,100,10,20
Barnsley 023C,E01007449,0,10,500,150,20,40,150,50,75,0,0,0,75,75,0,20,30,40
Barnsley 023D,E01007450,0,10,0,15,0,0,10,0,0,0,0,0,5,0,0,0,300,0
Barnsley 024A,E01007427,0,0,10,30,0,0,20,0,10,5,0,0,10,15,0,5,0,10
Barnsley 024B,E01007428,0,30,100,75,0,10,75,20,75,15,10,25,75,50,0,30,75,40
Barnsley 024C,E01007429,0,0,0,5,0,0,175,0,10,0,0,0,5,0,0,0,45,40
Barnsley 024D,E01007430,0,10,225,50,20,50,0,50,10,5,0,0,45,45,20,50,20,0
Barnsley 024E,E01007431,0,0,0,5,0,10,10,0,75,0,0,0,20,0,0,20,0,0
Barnsley 024F,E01007432,0,0,50,5,0,0,10,0,10,5,0,0,10,0,0,100,0,0
Barnsley 025A,E01007364,0,0,10,10,0,0,800,0,0,0,0,0,0,0,10,40,0,0
Barnsley 025B,E01007365,0,0,0,5,0,0,20,0,0,0,0,0,10,400,0,50,30,0
Barnsley 025C,E01007366,0,0,10,15,10,0,0,5,0,0,0,0,5,0,0,0,5,10
Barnsley 025D,E01007367,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
Barnsley 025E,E01007368,0,0,0,5,0,0,15,10,10,0,0,0,20,10,0,0,50,10
Barnsley 026A,E01007451,0,0,0,10,0,0,10,0,45,0,0,10,5,10,100,0,35,5
Barnsley 026B,E01007452,0,0,0,15,0,10,5,0,5,0,0,0,5,0,0,10,20,10
Barnsley 026C,E01007453,0,0,0,0,0,0,0,0,50,0,0,0,0,10,0,0,0,0
Barnsley 026E,E01007455,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
